title,date,paragraph,source
普悠瑪出軌事件186傷亡15人死亡名單曝光- 生活 - 自由時報,"
    2018/10/21 23:59",〔即時新聞／綜合報導〕台鐵21日出軌翻車的第6432次普悠瑪號，造成18死、168傷的慘劇，目前救援大隊釋出最新亡者名單，共有15人，另外還有3名死者的身分待查。 根據《蘋果》報導，15名亡者分別為董玉蘭、董佳惠、董進發、董進興、董宜良、謝介欽、李詩涵、邱歆粵、李詩涵、林思容、王綠雲、陳宥臻、陳睿杰、張加影、何發仁，另有3名亡者目前還未確定身分。 搶救人員在翻覆破損的車廂內發現15人明顯當場死亡困在車廂內，另有傷者送醫時已無生命跡象；宜蘭縣消防局表示，其餘傷者分別送往羅東博愛醫院、羅東聖母醫院、榮總蘇澳分院及宜蘭陽大醫院急救。困在車廂中的罹難者也在晚間7點以後陸續移出。,ltn.com
乘客突「作法」喊翻車聽到普悠瑪出事讓列車長傻了... - 自由時報,"
    2019/01/25 09:32",〔即時新聞／綜合報導〕台鐵普悠瑪列車近日發生一名女子在車上大聲播放佛經，列車長勸告卻遭到女子狠踹3腳，影片曝光後引發網友撻伐，台鐵表示，將協助受傷的列車長對女子提出傷害告訴。有媒體報導，乘客在車上「作法」已不是台鐵第一遭，去年10月21日，一名列車長也遇到乘客「作法」，好不容易才處理好，當天下午卻發生讓列車長不敢置信的事。 台鐵在去年10月21日下午發生翻車脫軌事件，造成18死、215傷的慘劇，至今賠償問題還沒談攏。 《聯合報》報導，一名列車長回億，去年10月21日上午他執勤普悠瑪從樹林調車場到花蓮的工作，當時一名男子坐在應該是空位的位置上，便向男子要求驗票，沒想到男子發怒指責其他乘客，還大聲喊自己是無賴、沒有車票，要跟列車長打架，後來還畫圈圈「作法」，嚷嚷要求停車，「不然我就讓你翻車！」列車開到宜蘭時，鐵路警察上車，男子又再度作法，最後被請下車。 報導提到，當天下午4時50分發生普悠瑪列車在新馬車站出軌，雖然「作法事件」應該與普悠瑪翻車無關，但列車長看到新聞時，簡直不敢相信，當場傻了。,ltn.com
普悠瑪出軌案釀18死司機員尤振仲判4年6月 - 自由時報,"
    2021/10/18 11:08",首次上稿 10:23 更新時間 11:22 〔記者林敬倫／宜蘭報導〕台鐵6432次普悠瑪列車於2018年10月21日在蘇澳新馬站出軌，造成18死亡，宜蘭地檢署偵查後，將司機員尤振仲、台鐵局副總工程司柳燦煌和綜合調度所總所長吳榮欽等3人依過失致死罪起訴；全案法院審結，尤振仲判4年6個月，其餘兩人無罪。 判決指出，該列次普悠瑪列車，於事發當天下午2點49分從樹林發車，準備開往花蓮，尤振仲在3點39分，通報列車主風泵異常，在4點17分關閉ATP，下午4點43分，列車從羅東站出發後，一路加速至140公里，最後於下午4點49分，於蘇澳新馬站出軌翻覆。 檢方偵查後發現，根據列車控制監視系統（TCMS）顯示，第1、8車廂有空壓機強制停止狀況，尤未依程序排除異常或通報，依表定時間發車，列車行駛途中，陸續發生風缸壓力不足，出現十次動力自動切斷、抑制超速狀況，在貢寮及大溪站停駛。 尤當時自認動力受ATP干擾，擅自關閉ATP，且沒有通報，也未依規定於下一站啟動，檢方勘驗列車電磁紀錄，列車從羅東站發車後，尤振仲提速到140公里，才讓列車以最高速限近兩倍速度在新馬站翻覆。 至於柳、吳2人負責驗收、管理ATP遠端監視系統，卻輕慢漠視，讓斥資上億的安全措施形同虛設，因此也被檢方認定涉有過失。 案件審理時，尤振仲的辯護人強調，全案因台鐵長久以來的制度與文化造成；柳燦煌、吳榮欽則抗辯，他們執掌的工作內容與死亡結果之間並無相當因果關係。 全案法院審結，依過失致死罪，判尤振仲4年6個月徒刑，柳燦煌、吳榮欽過失致死部分無罪；另，柳、吳兩人遭控業務過失重傷害部分，公訴不受理。,ltn.com
普悠瑪翻車害18死215傷慘劇！ 司機員尤振仲遭判4年半,,,appledaily.com
親友接連遭遇普悠瑪、太魯閣事故家屬搭車心碎「這是他們生前 ...,,,appledaily.com
衰事不斷！路人闖平交道被282次普悠瑪撞死列車延誤改單線 ...,,,appledaily.com
【普悠瑪究責5／特稿】真相未明吞不下！家屬拒領1570萬賠償 ...,,,appledaily.com
【普悠瑪人物2】董家8口殞命又遇餐廳大火「我們沒以淚洗面的 ...,,,appledaily.com
【台鐵出軌】普悠瑪和太魯閣2出軌案有共同點專家曝 - 蘋果日報,,,appledaily.com
【普悠瑪人物2】董家8口殞命又遇餐廳大火「我們沒以淚洗面的 ...,,,appledaily.com
【普悠瑪死傷名單】18名罹難者完整名單220名傷者救治最新狀況,,,appledaily.com
【不斷更新】普悠瑪翻車18死6人失聯近200人受傷10人命危,,,appledaily.com
【獨家／動畫解析】揭普悠瑪超速翻車肇因關閉ATP失守最後防線,,,appledaily.com
【普悠瑪究責5／特稿】真相未明吞不下！家屬拒領1570萬賠償 ...,,,appledaily.com
【普悠瑪究責3】檢方偵辦228天起訴司機等3人「還原事實不再 ...,,,appledaily.com
【普悠瑪究責1】司機員尤振仲出面痛哭控5大證據被「消失」,,,appledaily.com
獨家｜台鐵事故賠償鬧雙標普悠瑪沛帛媽怨「一個政府二個制度」,,,appledaily.com
普悠瑪事件台鐵求償日商敗訴交通部：支持上訴 - Yahoo奇摩,2021年12月13日 下午2:48,台鐵第6432次普悠瑪列車3年前翻覆，釀18人死亡，但台北地方法院日前對台鐵提告日商住友商事公司宣判敗訴。交通部長王國材今天在立法院備詢時表示，台鐵與日商都有責任，他支持台鐵上訴。台鐵主張，日商住友商事公司交付的傾斜式電聯車有主風泵設計不良、列車自動防護系統（ATP）遠端監視系統未連線等缺失，導致普悠瑪事故發生，提告求償新台幣6.1億餘元。 此案台北地方法院9日判決台鐵敗訴，但全案可上訴。立法院交通委員會今天審查發展觀光條例部分條文修正草案，民進黨立委陳明文質詢指出，普悠瑪提告但判決敗訴，詢問王國材看法。 王國材表示，當然普悠瑪事件台鐵有責任，但ATP連線和主風泵都有問題，加上驗收多年日商也未連線ATP系統，顯示日商也有責任，他支持台鐵上訴。 陳明文指出，法官判決指出台鐵應自行發現列車異常，立即停止列車，卻放任出車，對行車安全置若罔聞；判決書中更提及，事故發生是諸多人行為、機器設備累積作用結果，縱使日商依約連線ATP系統，似乎也無從阻擋經年累月系統性失衡。 陳明文指出，法官的判決就是在講台鐵的醬缸文化，是人的問題，他認為交通部應從人的角度思考，促使台鐵徹底改革，並推動台鐵公司化。,news.yahoo.com
台鐵20年「11起意外」太魯閣號死傷嚴重普悠瑪18死 - 奇摩新聞,,,news.yahoo.com
普悠瑪翻覆誰是真凶？網分析3點嘆：你我都是加害者,,,news.yahoo.com
溫網》媽媽球員奇蹟誕生！ 瑪莉亞成晉級4強史上排名第4低的 ...,2022年7月6日 上午3:23,【詹健全／綜合報導】奇蹟確實發生了！世界第103的德國34歲球星瑪莉亞(Tatjana Maria)，去年此時才剛生下第二個女兒，這位從來沒能闖過大滿貫第四輪的球員以4比6、6比2和7比5逆轉打敗德國同胞尼邁爾(Jule Niemeier)後竟然闖進最後4強，瑪莉亞也成為溫網史上女單4強排名第四低的球員。 排名世界第103 的瑪麗亞也是自1984年以來進入溫網4強的排名倒數第四的球員。她緊隨小威(Serena Williams)之後（2018年第181 ）、巴羅妮(Mirjana Lucic-Baroni)（1999 年第134名）和鄭潔（2008年第133名）。 「我到處都起雞皮疙瘩，」瑪莉亞說。當尼邁爾反手凌空抽射時，她鎖定了勝利。「與朱爾(指尼邁爾)的比賽非常艱難，她和我來自同一個國家，我們都是德國人。今天，我認為我們讓德國感到非常自豪。」   直到這兩週，瑪麗亞還沒有通過大滿貫的第三輪。她以5勝8敗的戰績進入溫布頓，自2018年美網以來，她甚至沒有在大滿貫賽事中贏過一場比賽。但她在壓力下仍保持著出色的勇氣。 瑪麗亞在2021年4月生下塞西莉亞(Cecilia)，直到2021年7月才重返巡迴賽，但直到今年3月，她的排名仍然在世界前250名之外。她一直在和她8歲的女兒夏洛特(Charlotte)一起打球並為在她的孩子面前做得這麼好而感到自豪。她說：「和我的家人和我的兩個小女兒一起生活是一個夢想。一年前，我剛生完孩子，差不多，這太瘋狂了！」   瑪麗亞之後4強將與她的好友賈巴爾(Ons Jabeur)爭決賽權，瑪莉亞說：「Ons 真的很棒，因為她真的是我家的一員，」她說：「她是我家庭的一員，她愛我的孩子，她每天都和他們一起玩。我們永遠都不知道。但我很高興我們現在都進入了4強。」,news.yahoo.com
普悠瑪事件釀18死，台鐵控告日商求償6.1億判決結果出爐！,2021-12-09 14:27,台鐵第6432次普悠瑪列車3年前翻覆，釀18人死亡。台鐵認為日商住友商事公司提供的列車有缺失，提告求償新台幣6.1億餘元。台北地方法院今天判決台鐵敗訴。全案可上訴。 住友商事公司指出， 台北地方法院審理後指出， 台北地院表示，世曦工程報告僅將ATP遠端監視系統未連線列為事故發生的間接原因。 台北地院認為，台鐵雖然主張住友商事交付的傾斜式電聯車有主風泵設計不良、ATP遠端監視系統未連線等缺失，但無法舉證，而且相關違約行為與事故損害間也沒有相當因果關係，住友商事無須負賠償責任，判決原告之訴駁回。全案可上訴。   相關報導,storm.mg
2018年躲過普悠瑪事故年輕司機清明調度改跑太魯閣號遇死劫,2021-04-03 11:11,台鐵太魯閣號2日 現年33歲的袁淳修是台中豐原人，2016年進入台鐵，2019年才與妻子在台鐵舉辦的婚禮中成婚。當事故傳出後，台中市長盧秀燕晚間結束公務行程後，趕赴袁淳修豐原家中關心並致贈慰問金；盧秀燕更擁抱袁母表示安慰。 台中市民眾局表示，會全力協助後續相關事宜，盼幫家屬度過難關。 相關報導,storm.mg
普悠瑪事故僅司機判刑、台鐵2主管卻無罪！檢方提1原因：將上訴,2021-11-24 15:08,台鐵第6432次普悠瑪列車3年前翻覆，釀18人死，司機尤振仲遭判刑4年6個月，時任台鐵機務處副處長柳燦煌、綜合調度所長吳榮欽，無罪。檢方今天認為，判決未妥，提起上訴。 柳燦煌無罪部分。檢方指出，柳燦煌擔任傾斜式電聯車鉅額採購案技術資料檢討會議主席，疏於注意審定電聯車測試程序書，導致未發現電聯車ATP遠端監視系統全部未連線，顯有過失。 檢方進一步表示，台鐵局採購建置ATP遠端監視系統的目的，主要是避免過去火車重大事故再發生。柳燦煌卻於擔任台鐵局機務處副處長兼電聯車技術資料檢討會議主席期間，漏未將ATP遠端監視系統納入測試項目，導致所有當時採購普悠瑪列車都未將ATP遠端監視系統納入「整備測試」。 吳榮欽無罪部分。檢方指出，普悠瑪電聯車於民國102年間投入載客營運，到這起翻覆案發為止5年期間，綜合調度所調度員記載普悠瑪列車司機員回報關閉ATP的紙本紀錄至少有631筆，但ATP遠端監視系統卻從來沒有發出任何一筆告警音訊，吳榮欽疏未發現系統從來沒有作動，也有過失。 檢方表示，ATP遠端監視系統與綜合調度所調度台連線，目的在防護乘客生命、身體安全，並非單純的行車調度無線電通訊系統。柳燦煌未將ATP遠端監視系統列入檢驗測試程序，吳榮欽疏未落實發揮系統功能，尤振仲的超速駕駛行為，這3人的過失行為，造成此案死傷結果的共同原因，具累積的因果關係，也具客觀可歸責性。 台鐵第6432次普悠瑪列車民國107年10月21日行經宜蘭新馬站時翻覆，造成18人死亡、200多人受傷。宜蘭地方法院今年10月18日宣判，司機員尤振仲依過失致死罪，判4年6個月。此外，在同案中，柳燦煌與吳榮欽則被判無罪。   相關報導,storm.mg
近37年最慘痛！普悠瑪翻車18死168傷回顧台鐵10年重大事故,2018-10-21 23:00,"台鐵普悠瑪列車今（21）日下午4時50分行經宜蘭新馬車站時出軌，目前已知18人死亡、168人受傷。回顧過去10年，台鐵共發生4起重大事故，造成1死、71傷。 2013年8月31日上午7時許，台鐵自強號列車行經屏東枋山1號隧道口時，撞上土石流，導致列車出軌，造成12人輕重傷。 2015年11月6日晚間，台鐵自強號列車行經彰化二水鄉惠民村平交道時，撞上一輛強行穿越平交道、輪胎卡在鐵軌的貨櫃車，當場起火燃燒，造成9人受傷。 台灣史上最重大的鐵路事故，則為1981年3月8日台鐵頭前溪橋事故，台鐵自強號列車行經新竹車站至竹北車站間頭前溪橋南時，撞上闖越平交道的砂石車而出軌，翻落頭前溪河床，造成至少30人死亡，130人輕重傷，是台鐵自強號列車1978年上路以來最重大的鐵路事故。 ＊傷亡名單查詢電話：（03）9365027轉1803 
＊蘇榮醫院：（03）9905106 
＊聖母醫院：（03）9544106轉7170 
＊博愛醫院：（03）9543131轉1130 
＊陽大醫院：（03）9325192轉11301 
＊仁愛醫院：（03）9355366 相關報導",storm.mg
觀點投書：普悠瑪事件有感 - 風傳媒,2018-11-02 05:10,全民關注的普悠瑪事件一週以來，先有台鐵局長鹿潔身、交通部長吳宏謀相繼請辭，後有台鐵員工出面爆料，涵蓋車輛硬體、人員管理、路面安全等嚴重問題，更直言「普悠瑪特檢沒問題」才是大問題，民眾才知自己長期暴露在高度旅途危險中，高層逃避責任，甚至不顧乘客性命安全的心態不改，就算雙駕駛上路，何能解決沉痾？ 檢察官的角色極為重要，第一時間對媒體的發言影響甚大，不啻傷害當事人及其家屬，更傷害關心此事的社會大眾，對18位死者、190位傷者及家屬，更造成無法彌補的二度創傷！ 之後隨著證據逐一浮出檯面，司機與調度員對話曝光，案情轉變，檢察官也和台鐵高層一樣，群情激憤下才又改口，那當初在媒體大言闊論豈非「未審先判」？ 筆者認為，司法的公平正義從細小枝節處可見，有程序正義才有實質正義，人民所仰望的「偵查不公開」、「證據辦案」尚安在哉？而對失職、違法檢調的懲處機制又何在？這應是人民最基本的期盼吧！ ＊作者為教師 相關報導,storm.mg
普悠瑪翻車引發退票潮，3天退1.4萬張，台鐵損失逾630萬,2018-10-24 18:58,台鐵普悠瑪日前發生翻車事件，連帶影響列車發車，也引發退票潮。根據台鐵統計，事發當天至今，花蓮站普悠瑪號總計退票6136張，損失約270萬元，而台鐵總退票張數已經高達1萬4323張，若每張車票以平均價值約440元計算，相當於台鐵迄今已損失超過630萬元。 陳裕謀表示，事發當天退票較多主要是台鐵提供列車誤點超過45分鐘以上可全額退費，因而張數較多，僅少部分取消行程。 據《蘋果日報》報導，台鐵統計顯示，自21日事發當天，花蓮站退票1921張，台北站退票1927張；22日花蓮站退2127張，台北站對2914張；23日花蓮站退1396張，台北站退2307張；今（24）日截至下午三點二十分，花蓮站共退692張，台北站退1039張，總計共退1731張，總退票張數已經高達1萬4323張，以每張票平均價值約440元計算，等於台鐵迄今已損失超過630萬元。 相關報導,storm.mg
普悠瑪事故行政懲處出爐！台鐵17失職人員最重記大過調離原職,2018-12-21 17:58,行政院今（21）日公佈「普悠瑪出軌事故調查結果」行政調查報告，交通部代理部長王國材表示，行政院事故調查小組經過多次討論，將行政懲處分成三個方向，在台鐵層級部分，副局長以下17名失職人員，目前已由台鐵考懲委員會辦理懲處，最重處以「記一大過」調離原職處分，交通部層級部分，普悠瑪ATP遠端監控系統，在2012年交車後未建置，時任台鐵局長范植谷與繼任的周永暉，其行政責任部分，將交由交通部考績會議會於12月28日處理，至於普悠瑪事故司機員部分，相關懲處則待宜蘭地檢署完成司法調查後再行決議。 王國材表示，針對普悠瑪事故，行政院行政調查小組經過多次討論，將懲處分成三個方向，台鐵部分，副局長以下游已交由台鐵「考懲委員會」辦理，懲處層級包括副局長、處長、副處長、科長、段長、副段長、主任等相關督導主管共17人，「考懲委員會」方面已通過建議懲處額度，但依據《行政程序法》，必須給予被懲處人5天的陳述意見機會，因此，確切的懲處額度將在12月28日交通部考績會決議。 另外，在交通部層級的懲處部分，事故發生時的台鐵局長鹿潔身，受到的懲處最重，但考量台鐵普悠瑪採購後，台鐵管理階層對管理制度、安全、行車文化安全意識與維修等面向責任，交通部方面將究責範圍，擴大到2012年普悠瑪採購以降，曾任台鐵局長的范植谷、周永暉，前者今年甫卸任交通部次長退休，後者目前係擔任觀光局局長。 王國材表示，范植谷擔任台鐵局長時間為2007-2014年，周永暉擔任局長時間，則是2014-2016年，2016年10月以後，則由鹿潔身擔任局長，這3位局長任內，剛好也是普悠瑪密集交車期間。 王表示，由於台鐵大里事故是重大事件，任何一個局長都應該重視，但6年來普悠瑪ATP都沒有連線，所以調查小組也建議將范植谷與周永暉納入懲處名單。 台鐵局局長張政源表示，台鐵普悠瑪事故，台鐵方面在設備、程序、人員與環境面都出了問題，台鐵方面針對這五大面向痛定思痛檢討，日前台鐵收到行政院事故調查小組報告後，已進行行政責任檢討，並且已成立「營運安全處」，專責營運安全之督導，台鐵受懲處17名管理級人員，依據情節輕重，最高懲處額度為一個大過調職處分。 張政源表示，普悠瑪採購的行政責任部分，並不在這一波懲處之列，將會等到司法調查結果後決定行政懲處。 相關報導,storm.mg
事實資料報告出爐！ 普悠瑪出軌前車速高達140公里、司機員忘 ...,2020-04-21 11:58,2018年10月21日，台鐵局第6432次車普悠瑪自強號由樹林開晚台東，期間出現動力時有時無、停留軔機自動作動及停車現象、司機員尤振仲自行關閉ATP系統等意外，導致普悠瑪號傾斜系統運作失當。21日當天下午4時49分，普悠瑪在行駛速度高達140公里/時的情況下，於新馬站月台前第4股道出軌翻覆，造成18死、17重傷、274人輕傷的憾事。  on Scribd 當日下午4時17分，尤振仲試圖調整集電弓以恢復列車動力，同時關閉了ATP系統，期間尤振仲不斷與調度員，並被通知將安排在花蓮站換車。事故發生前幾分鐘，普悠瑪列車自羅東站發車、直到快翻車前幾秒速度仍維持140公里、煞車把手置於零段位，期間司機員不斷與調度員溝通，但沒有減速煞車、同時因為ATP沒有運作，導致普悠瑪列車傾斜系統運作失常，最終在新馬站內右側車輪就浮起翻覆，造成整起出軌意外。 運安會指出，去年10月24日自宜蘭法院取得證物後，重新檢視所有證物、進行紀錄器解讀、補強人員訪談、重新勘驗列車殘骸，並對車輛維修、軌道及號誌進行補強調查，亦執行7項測試與研究，包括司機員疲勞指數、主風泵性能衰減、傾覆速度及傾覆點、模擬車廂傾覆、驗證主風缸壓力與列車性能、車速精確度，及TCMS人機介面等，此外調查團隊針對臺鐵局多項組織性管理議題進行調查。 相關報導,storm.mg
普悠瑪慘劇》打破沉默發聲明司機尤振仲：無法接受超速認定,2018-12-28 11:56,10月21日台鐵發生普悠瑪列車重大翻覆事故，造成18死、267受傷慘劇，司機尤振仲因確診創傷後壓力症候群，照醫師囑咐靜養，今（28）日委任律師發布920字的聲明，指出多項與行政院公佈的調查報告認知不符的地方。 相關報導,storm.mg
驚！台鐵普悠瑪列車宜蘭翻覆18人不幸罹難、168人輕重傷,2018-10-21 18:40,"台鐵普悠瑪列車今（21）日下午在宜蘭縣蘇澳鎮發生翻覆出軌意外，全車載有366人，18人不幸罹難，約168人受傷，其中多人命危。宜蘭縣全縣消防單位都趕往現場搶救。傷者分送羅東聖母博愛醫院、羅東鎮博愛醫院、蘇澳鎮榮民醫院、宜蘭市陽明大學附設醫院。北迴鐵路東山=蘇新間東正線目前雙線停駛。 21日下午4時50分，6432次由樹林開往台東的普悠瑪列車，行駛至蘇澳「新馬車站」附近時突然翻覆。根據台鐵最新訊息，全列車8節車廂出軌，其中5節翻覆，最後3節尤其死傷慘重。行政院長賴清德指示全力協助救援，盡速搶救受困在車廂內的旅客，台鐵也在下午5時成立局本部一級應變小組。 這部列車載有366位乘客，現場多節車廂翻覆呈現90度，警消不斷進出，持續將受困車內的遊客救出，送往鄰近醫院救治，場面怵目驚心，相當混亂。列車的尤姓駕駛有5年駕駛經驗，身受重傷，目前正在醫院接受搶救。 這是普悠瑪列車2013年2月投入營運以來，第一次發生重大車禍。台鐵表示，出事列車的車齡6年，車況不錯，去年才做過大檢修。普悠瑪列車使用TEMU2000型電聯車，由日本車輛製造所承造。 宜蘭縣代理縣長陳金德表示，罹難者遺體將先送往蘇澳榮民醫院暫置，由宜蘭地檢署檢察官相驗。他也要求鐵路局工務段務必連夜進行必要處理，讓交通儘早恢復正常。 針對這起重大交通事故，國防部長嚴德發獲悉後即指示，國軍派遣兵力、機具、救護車投入搶救，目前陸軍六軍團蘭陽地區指揮部、153旅及海軍蘇澳支援指揮部共派遣官兵120位、救護車10輛趕往現場執行救援任務。陸軍蘭指部指揮官黃先任在現場指揮救援任務。 ＊傷亡名單查詢電話：（03）9365027轉1803 
＊蘇榮醫院：（03）9905106 
＊聖母醫院：（03）9544106轉7170 
＊博愛醫院：（03）9543131轉1130 
＊陽大醫院：（03）9325192轉11301 
＊仁愛醫院：（03）9355366 ＊宜蘭捐血站：宜蘭縣宜蘭市擺厘路16-7號／（03）9325544 
＊台北捐血中心各捐血地點及流動捐血車服務時間地點查詢：https://goo.gl/xYwnjS 
＊全國各捐血點查詢：https://goo.gl/fSBvfh     相關報導",storm.mg
普悠瑪事故》蔡英文：事故發生絕非一個基層人員的責任台鐵 ...,2018-10-28 13:56,台鐵普悠瑪翻車事故造成重大傷亡，蔡英文總統28日上午在台中鐵路高架捷運化第二階段完工典禮時表示：「很明顯的，事故的發生，絕對不會只是某一個基層人員的責任。這幾天以來，我和賴清德院長都已經下達指令，事故的調查、普悠瑪和台鐵的總體檢，都必須徹底地進行，全面找出台鐵系統性的缺失。」 蔡總統致詞時坦言，她很清楚，上星期普悠瑪號發生事故後，民眾除了悲傷，還有擔憂的情緒。她也希望司法機關能夠釐清，有無弊案牽涉在其中。 蔡總統說，最近這兩年，台鐵已經啟動改革，新的票務系統將上線，今年也增補將近2000名人力。但是，這樣還不夠。「安全」是鐵路運輸最根本的要求。「面對台鐵累積多年的問題，我們一定會大刀闊斧，用改革來重建社會的信心。」   相關報導,storm.mg
普悠瑪翻車》新娘傷心變孝女北上參加女兒婚禮董家8人不幸罹難,2018-10-22 17:01,台鐵普悠瑪列車昨（21）日下午4時發生嚴重脫軌翻覆事故，共造成18死亡、逾百人受傷。其中，赴新北市三峽參加女兒婚禮的台東知名海鮮餐廳「龍蝦董」老闆董進興及其親友共8人，在吃完喜酒後搭上事故列車返回台東的途中發生憾事，讓家屬難以承受。 據宜蘭縣消防局統計，董家罹難者分別為董進興與王綠雲夫妻、弟弟董進發、妹妹董玉蘭與丈夫何發仁、孫子董益良及董佳惠，且8人都坐在第8節車廂中。除8名罹難者外，尚有2名餐廳員工與2名董進興妻子的妹妹正在加護病房急救中。 董進興的弟弟董進財表示，現在看到大哥、大嫂、弟弟、妹妹還有朋友的照片，感到非常難過；哥哥北上去台北喝喜酒，親友們也一同跟去，但他們卻全部都往生了。 董小羚從搭乘普悠瑪事故列車中平安的親友口中得知，當時列車就跳電了3次，跳電後更急速煞車，到了宜蘭站速度更突然飆快，呼籲台鐵趕緊調查真相，「沒有人能接受，第一天是新娘，第二天成孝女了。」 她補充，送家人搭車離開之後，自己搭乘高鐵回高雄，而其他兄弟姊妹都留在北部，弟弟剛好去中國辦事情，兒子和家人同樣搭乘同一班列車，只不過坐在後面車廂所以只有輕傷。 相關報導,storm.mg
EMU3000擴大加入營運！台鐵6/29大改點，折疊門莒光號今走 ...,2022-06-28 14:36,台鐵明天將大改點，除了新車加入營運外，現有167輛有折疊門老舊莒光號將全數淘汰。 台鐵說，折疊門莒光號超過半世紀，因門容易開啟，曾造成意外，明天起全部汰換完畢，提升行車安全，目前175輛有自動門的莒光號仍繼續行駛。 台鐵說，最後一班固定班表營運的折疊門莒光號，是今天下午3時38分，從七堵開往新左營第521次，特別安排在車頭及車尾將懸掛莒光號復刻頭牌做紀念，車尾附掛客廳車提供搭車旅客參觀，並可於車上蓋紀念戳章，客廳車還設有瞭望台。 另外，新左營-花蓮間306次、308次、317次、323次自強號改以普悠瑪號替駛，縮短行車時間；高雄地下化路段柴聯自強號班次數由每天14列次減為4列次，改善空氣品質。 相關報導,storm.mg
林姿妙自豪營養午餐免錢柯文哲稱「都騙人的」：又不是變賣 ...,2022-07-10 08:00,民眾黨主席柯文哲8日在民眾黨網路節目 中與宜蘭縣參選人對談。其中一名參選人提到，宜蘭縣長林姿妙力推營養午餐免費，也時常為此津津樂道，對此，柯文哲直言，營養午餐若免費，就一定會排擠其他教育預算，如果是變賣家產、出來捐的，「那我就跟你說謝謝」。 柯文哲強調，免費的最貴，而且羊毛出在羊身上，教育經費固定就是這麼多，如果要拿去吃免費營養午餐，那其他地方的預算一定會被刪掉。 至於宜蘭高鐵站問題，柯文哲表示，火車過了南港以後，就算要到東部還是要繞北迴線，現在台鐵到八堵站以後，才分到基隆或到東部，而經過八堵的火車有7成是要到東部去的，所以如果一過南港就有一條路就到東部去，南港到基隆這條路線就可以純粹用於到基隆的運輸，要到東部就不用再繞一圈。 柯文哲指出，搭高鐵到宜蘭約17分鐘，普悠瑪就停在宜蘭站，直接就能接過去，再一小時就能到花蓮，如果高鐵站設在宜蘭和羅東之間，和台鐵沒有接起來的話，還要搭計程車到高鐵站，所以高鐵站一定要對接火車站才行。 相關報導,storm.mg
