title,date,paragraph,source
侵烏前夕馬克宏、普廷通電內容曝光俄富豪知道太多慘死泳池 ...,"
    2022/07/07 22:48",〔即時新聞／綜合報導〕俄羅斯總統普廷無視全球譴責和多國制裁，2月24日逕行宣布對烏克蘭採取特殊軍事作戰，開啟戰爭。本報根據路透、法新社、彭博、CNN、BBC等外電，整理了截至台灣時間7月7日最新情勢發展，讓讀者快速掌握俄烏衝突最新進展。 ＊俄烏戰後，俄羅斯連續爆出與普廷關係密切的天然氣富豪喪命，有的幾乎被滅門。英媒6日又曝，現年61歲的沃羅諾夫 （Yuri Voronov）頭部中彈，陳屍聖彼得堡自家豪宅泳池，是被殺還是自殺未知 ＊土耳其海關日前在黑海外海攔下一艘懸掛俄羅斯國旗的貨輪，烏克蘭指控該船上載運的是從烏國偷來的榖糧，要求土耳其扣留調查。但土國昨天（6日）已放行，烏方得知後表達強烈抗議。 ＊車臣「戲精」總統卡德羅夫（Ramzan Kadyrov）4日才發布他參演的「烏克蘭總統澤倫斯基投降」模擬劇，7日隨即推出第2集，卡德羅夫成了劇中最受矚目的「主角」，只見他坐上大位，接受假澤倫斯基的懺悔與投降，顯然把自己地位凌駕在俄國總統普廷之上。 ＊俄羅斯前總統與前總理、現為俄國聯邦安全會議副主席的梅德維傑夫（Dmitri Medvedev）6日誇耀俄羅斯的核武能力，並威脅美國若對俄國進行戰爭犯罪調查，將遭「天譴」。 ＊烏克蘭及俄羅斯上週雙雙宣布俄軍已全數撤出黑海重要戰略島嶼蛇島（Snake Island），烏方今（7日）也派人在該島正式升起國旗，沒想到同天又傳2枚俄軍飛彈襲擊蛇島。 ＊《BBC中文網》報導，從1月27日至6月7日期間，以金額來算，提供烏克蘭最多軍援的是美國，其次分別為英國、波蘭、德國與加拿大，不過烏國總統澤倫斯基表示，該國單月國防支出為50億美元，因此援助方面仍然不足。 ＊烏克蘭總統澤倫斯基便在6日向全國放送的夜間談話中提到，烏克蘭收到的西方軍援火砲已開始「強而有力地運作」。 ＊俄羅斯國防部宣稱，在頓內茨克地區擊毀兩套海馬斯系統以及彈藥庫。對此烏克蘭軍方發表聲明表示，俄羅斯所散布的假消息與現實不符。 ＊英國國防部6日發布戰情觀察報告，目前俄軍已將大部分可用部隊聚集在烏克蘭東部，其中位於烏克蘭第二大城哈爾科夫（Kharkiv）東南方、斯拉夫揚斯克西北方向的俄軍重要樞紐據點伊久姆（Izium），便是俄軍重要集結點。 ＊法國總統馬克宏在烏俄戰爭期間數度與俄國總統普廷通電，兩人在俄國侵略前夕的通電內容曝光。普廷在電話中指控澤倫斯基在明斯克協議的意圖上對馬克宏說謊，還說他顯然拒絕與烏克蘭的親俄分離份子談判。馬克宏反批對方「我不知道什麼樣的律師會跟你說這種話：在一個主權國家，條文是由分離主義團體發起，而不是民主體制中選出的政府。」 ＊俄羅斯目前將進攻重點聚焦於頓內茨克州（Donetsk）。盧甘斯克州長蓋戴（Serhiy Gaidai）指出，在盧甘斯克州仍有烏軍在戰鬥，盧甘斯克州尚未全面淪陷。,ltn.com
俄軍砲轟民宅釀15死傳大批俄軍已到白俄訓練（不斷更新） - 國際,"
    2022/07/11 17:02",首次上稿：09:11 更新時間：17:02 〔即時新聞／綜合報導〕俄羅斯總統普廷無視全球譴責和多國制裁，2月24日逕行宣布對烏克蘭採取特殊軍事作戰，開啟戰爭。本報根據路透、法新社、彭博、CNN、BBC等外電，整理了截至台灣時間7月11日最新情勢發展，讓讀者快速掌握俄烏衝突最新進展。 ＊推特帳號「@ChuckPfarrer」在推特PO文表示，10日佔領赫爾松的俄羅斯軍隊正面臨當地反抗軍與烏克蘭特種作戰部隊（SOF）的攻擊，烏軍定位2個俄軍目標，用飛彈摧毀了2個俄軍總部。 ＊《法新社》11日報導，多名受訪的赴台烏克蘭留學生皆表示，在台灣感受到類似於俄國的脅迫感，期望台灣人「永遠必須做好準備，只有自己能夠保護自己」。 ＊前親俄民兵指揮官基爾金10日在個人Telegram頻道表示，在過去的5至7天內，10多個大型火砲與彈藥庫、油庫、指揮所、防空與火砲重地遭到烏軍摧毀，正顯示了俄軍「聖甲蟲」（Tochek-U）等防空設備對海馬斯多管火箭系統沒有作用。 ＊烏克蘭國防部長列茲尼科夫（Oleksii Reznikov）接受英媒訪問時，表示總統澤倫斯基已下令「奪回被俄軍佔領的沿海地區」。列茲尼科夫提到，烏克蘭正在集結的武裝部隊達到百萬之眾，並配備西方武器。 ＊烏克蘭當局表示，俄羅斯於7月9日晚間襲擊烏東頓內茨克地區的一棟公寓，造成至少15人喪生，至少仍有24人被埋在瓦礫堆下。 ＊烏克蘭軍方目前準備在烏國南部的赫爾松（Kherson）地區進行反攻，烏克蘭副總理韋列舒克（Iryna Vereshchuk）在國家電視台上呼籲身處俄羅斯占領區的烏國民眾應緊急撤離。 ＊自俄羅斯入侵烏克蘭以來，白俄羅斯總統盧卡申科（Alexander Lukashenko）始終力挺俄羅斯，近日傳出俄軍大批兵力已被派到白俄西部軍事基地訓練，此舉讓白俄軍方高層相當不安，甚至寫公開信呼籲盧卡申科別再介入烏俄戰爭，並直言「俄羅斯其實正在破壞白俄主權」。,ltn.com
媒體戰白熱化俄再封鎖德國《世界報》網站- 國際 - 自由時報,"
    2022/07/10 18:08",〔即時新聞／綜合報導〕烏俄戰事愈演愈烈，西方與俄羅斯之間的宣傳戰也日趨白熱化，雙方皆指控對方在惡意散布假消息，尤其俄國官方還查禁多家西方媒體。近日，俄羅斯再禁德國媒體《世界報》（Die Welt）網站。 根據路透報導，俄國官方近期在檢察官的要求之下，限制了俄國國內對於德國《世界報》網站的瀏覽，而目前尚未有消息指出俄國查禁《世界報》的詳細原因。 在烏俄戰爭期間，俄國常指控西方利用強大的媒體機器散布關於戰爭的假消息藉此培養反俄勢力，因此俄官方會援此藉口來限制或是阻礙國內的西方媒體，查禁特定西方新聞媒體網站的進入權限，例如美國之聲等西方媒體的網站就被俄官方禁止瀏覽。 針對戰爭宣傳工具，歐美各國當然也不甘示弱，先前臉書就限制用戶接觸多家俄國媒體，包括「今日俄羅斯」（RT）以及「俄羅斯新聞社」（RIA）等俄國的國營媒體，而俄國在當時則是以封鎖臉書作為回應。,ltn.com
社論》從烏俄戰爭看台灣安全 - 自由評論網,2022/04/26 05:30,,ltn.com
烏俄戰爭已超過100天烏國防部長估年底結束戰爭 - 自由時報,"
    2022/06/05 09:06",〔即時新聞／綜合報導〕烏克蘭持續抵禦俄羅斯入侵，烏克蘭國防部長雷茲尼科夫（Oleksii Reznikov）4日在一場論壇中提到，目前很難預測烏俄戰爭何時會結束，但他認為戰爭可能會在今年年底結束。 根據 報導，雷茲尼科夫在斯洛伐克的「GLOBSEC-2022」論壇上發表談話，雷茲尼科夫表示，烏克蘭武裝部隊仍需要重型武器，包括多管火箭、火砲、戰車、反艦飛彈系統、無人機系統、飛彈和防空系統等。 雷茲尼科夫指出，烏克蘭軍方感謝世界各國的貢獻，但隨著戰局發生變化，烏克蘭需要的武器也和以往不同，在戰爭爆發的第一個月，烏克蘭最需要的是反戰車武器和單兵可攜帶的防空飛彈，但目前烏克蘭需要的是更多重型武器。 烏俄戰爭自2月24日持續至今已超過100天，至於戰爭何時會結束，列茲尼科夫表示，目前很難預測戰爭的結束日期，但他樂觀地認為，烏俄戰爭可能會在今年年底結束。,ltn.com
兵力告急？ 英國防部：俄軍正從全國各地調動預備役 - 自由時報,"
    2022/07/10 10:54",〔即時新聞／綜合報導〕烏俄戰爭目前持續進行中，英國國防部9日發布戰情分析，指俄羅斯正從全國各地調動預備役部隊，將部隊集結在烏克蘭週邊，以便未來的進攻。 英國國防部指出，俄羅斯總統普廷在7月7日聲稱，俄軍「甚至還沒開始在烏克蘭的軍事行動」，不過，俄羅斯近期大舉調動各地的預備役部隊，許多部隊都是臨時組織，使用的裝備也大多陳舊，不適用於現代戰場。 英國國防部表示，大部分的新編步兵部隊要將封存的MT-LB裝甲車「重見天日」，做為主要運輸工具。MT-LB做為一款多用途全兩棲輔助裝甲履帶車，在1950年代即問世，裝甲非常有限，僅能安裝機槍自衛。 英國國防部提到，俄羅斯長期以來一直認為MT-LB裝甲車不適合運輸前線步兵的角色，俄軍在2月底的戰爭爆發初期，當時的第一波突擊兵力是配備BMP-2步兵戰車，裝有自動機砲與反戰車飛彈發射器，裝甲厚度達33毫米，戰力與MT-LB的等級完全不同，MT-LB在現今的烏俄前線能發揮多少效用仍是未知數。,ltn.com
頓巴斯雙城之戰白熱化英相強森：俄軍恐耗盡資源無力推進 ...,"
    2022/06/23 16:52",首次上稿：09:05 更新時間：14:52 〔即時新聞／綜合報導〕俄羅斯總統普廷無視全球譴責和多國制裁，2月24日逕行宣布對烏克蘭採取特殊軍事作戰，開啟戰爭。本報根據路透、法新社、彭博、CNN、BBC等外電，整理了截至台灣時間6月23日最新情勢發展，讓讀者快速掌握俄烏衝突最新進展。 ＊《路透》報導，烏克蘭總統顧問阿列斯托維奇（Oleksiy Arestovych）直言，頓巴斯戰役進入關鍵階段，俄軍尋求徹底攻站烏克蘭盧甘斯克和頓涅茨克的工業中心地帶，北頓內茨克與利西昌斯克雙城之戰正處於可怕的高潮。 ＊《法廣》引述《金融時報》報導，愛沙尼亞總理卡拉斯（Kaja Kallas）受訪時表示，如果按照北約目前對該國的防禦計畫，那當敵人入侵時，愛沙尼亞恐怕會從地圖上消失。 ＊據《美國之音》報導，莫斯科當局也不斷嘗試降低原油的價格，以吸引中國、印度等國家購買以補償損失，但還是不能抵銷全球經濟制裁帶來的負面影響。 ＊先前曾傳出美國有意向烏克蘭出售4架MQ-1C「灰鷹」無人攻擊機，卻因為美國政府擔憂尖端科技可能落入俄羅斯手中，因機密安全疑慮目前暫緩此項軍售。針對此「灰鷹」無人機軍售案，3名烏克蘭現役飛官表示，在俄羅斯強大的防空系統前，無人機生存能力受到挑戰，烏克蘭空軍目前更需要的是戰機與防空系統。 ＊烏克蘭攝影記者萊文（Maks Levin）4月1日被發現陳屍於烏克蘭首都基輔附近的一處村落，當時烏克蘭檢察機關初步調查，研判萊文是中槍而亡，兇手則是俄軍。無國界記者組織（RSF）6月22日發表一份報告指出，萊文與他的友人查尼紹夫（Oleksiy Chernyshov）在3月13日失蹤，當天就遭到俄軍「冷血處決」。 ＊烏克蘭與俄羅斯持續在烏克蘭東部交戰，英國首相強森（Boris Johnson）接受德國《南德意志報》訪問時指出，英國國防情報局認為，俄羅斯可能會在接下來幾個月內因資源耗盡而不再有動力推進。 ＊立陶宛禁止俄羅斯從本土將貨物經鐵路系統過境轉運至俄國飛地加里寧格勒（Kaliningrad），俄羅斯因此揚言報復。對此，立國總統瑙塞達（Gitanas Nauseda）22日表示，立陶宛已經做好準備面對俄國不友好的行動。 ＊英國國會近日禁止俄羅斯駐英國大使克林及其他俄駐英官員進入國會大廈，直至另行通知。為反制北京制裁英國國會議員，中國駐英大使鄭澤光去年9月也遭禁止進入國會。下議院議長霍伊爾（Lindsay Hoyle）及上議院議長麥福男爵（Lord McFall）20日透過電郵周知國會議員，禁止克林（Andrei Kelin）及其他駐英俄羅斯官員進入國會所屬空間和土地。,ltn.com
烏俄戰爭衝擊賴怡忠：台灣成為世界焦點- 政治 - 自由時報,"
    2022/04/24 05:30",〔記者吳書緯／台北報導〕烏俄戰爭爆發至今近兩個月，國際關係學者賴怡忠昨指出，烏俄戰爭對於世界格局有根本性的改變，重要性如同一九五○年韓戰代表冷戰開始；也使台灣成為世界的焦點，美國一再強調台灣不同於烏克蘭，對台承諾日益清楚，但國人不能認為俄軍在戰爭中的拙劣表現，中國會因此延遲攻台，台灣本身的抵抗能力，是最有效抵抗、遲滯中國的方式。 台灣制憲基金會昨舉行座談會，賴怡忠以「烏俄戰局下，台灣處境與展望」發表演說；賴透露，兩週前與美方人士交談，得知現在華府政策圈對中國非常憤怒，各國是要讓烏俄戰爭早日結束，但中國反倒在支持讓戰爭繼續延長。 賴怡忠分析，中國被認為是俄羅斯侵烏幫兇，因為中國領導人習近平和普廷於二月四日舉行峰會，發表共同聲明稱中俄合作「沒有極限」，廿天後俄國就入侵烏克蘭，外界懷疑這場峰會讓俄國認定有中國撐腰。 賴怡忠也提到，當俄羅斯被多國制裁，裝備、彈藥越打越少，向中國尋求武器與經濟援助，美國要求中國不可提供援助，中國卻否認俄國求援，但美國一一指出俄國所提需求的細節，中國反要求美國不要干涉中國對台灣的武力恐嚇，想以此交換，「華府對此極為憤怒」。 針對烏俄戰爭對台影響，賴表示，據傳中國因為俄國在軍事上的拙劣表現大吃一驚，發覺台灣比先前認知更難打。然而，俄國在戰爭中有效利用核武威脅，但有許多軍機被肩射防空飛彈擊落，可能促使中國更積極發展核武與精密導引武器。 賴怡忠並強調，美國對台承諾日益清楚，但國人不能認為俄軍在戰爭中的拙劣表現，中國會因此延遲攻台，台灣本身的抵抗能力，實際上是最有效抵抗、遲滯中國的方式。,ltn.com
社論》烏俄戰爭的第一課與第二課 - 自由評論網,2022/05/04 05:30,,ltn.com
烏俄戰爭爆發第6天美官員透露雙方最新死傷數字 - 自由時報,"
    2022/03/02 09:57",〔即時新聞／綜合報導〕烏俄戰爭爆發進入第六天，目前雙方仍激烈交火，都互相聲稱對敵方造成大量損失，不過美國官員根據情報分析後，認為前五天戰事雙方傷亡旗鼓相當，分別損失約1500人。 據 ，烏俄戰爭爆發後，參戰兩國都宣稱造成敵方重大損失，烏克蘭稱已擊斃5300名俄兵，俄方僅承認己方有傷亡狀況，但稱烏克蘭傷亡則高出很多倍；有美國及歐洲官員認為，截至1日，俄方約損失2000人，而有美國五角大廈高級官員透露，烏克蘭和俄國的軍隊在交戰五天後，分別損失約1500人，不過他們強調這是根據衛星影像、通訊、社交媒體以及戰事報導後所推估的粗略數據，作為對比，美軍在阿富汗20年間共計陣亡約2500人。 不過令美國五角大廈官員感到震驚的是，俄軍竟然經常遺棄戰友的屍體，而且在遇到烏克蘭強烈抵抗下，有整批俄軍不戰而降的狀況發生，還有部分俄軍在自己軍事車輛的油箱上打洞，來避免作戰，他們認為這可能和烏克蘭揭露的俄軍欠缺資訊與士氣有關。,ltn.com
烏俄戰爭表現不如預期俄媒：普廷再開鍘5將領、1警察上校,"
    2022/06/04 15:42",〔編譯孫宇青／綜合報導〕俄羅斯媒體《真理在線》（pravda.ru）近日報導，俄國在烏俄戰爭中表現不如預期，令總統普廷十分不滿，傳在5月30日再度開除5名將領和1名警察上校，與俄國內政部密切往來的一名人士證實此一消息。 報導引述總統命令的摘錄指出，普廷此次開除的5名將領如下： 內政部弗拉基米爾地區司司長、瓦西里．庫庫希金（Vasily Kukushkin）少將；阿爾泰邊疆區內政部主要司副司長、亞歷山大．拉斯（Alexander Laas）少將；雅羅斯拉夫爾州內政部部長、安德烈．利皮林（Andrey Lipilin）少將；內政部作戰司司長、亞歷山大．烏多文科（Alexander Udovenko）；內政部後勤和醫療支援司副司長、尤里．因斯特蘭金（Yuri Instrankin）少將。 此外，普廷也開除內政部法醫專家中心第一副主任、埃米爾．穆辛（Emil Musin）警察上校。以上6人均經由標準改組程序予以開除。,ltn.com
俄軍砲擊斯拉夫揚斯克挪威援烏M270多管火箭系統（不斷更新）,"
    2022/07/06 05:34",首次上稿：07-05 08:53 更新時間：07-06 05:34 〔即時新聞／綜合報導〕俄羅斯總統普廷無視全球譴責和多國制裁，2月24日逕行宣布對烏克蘭採取特殊軍事作戰，開啟戰爭。本報根據路透、法新社、彭博、CNN、BBC等外電，整理了截至台灣時間7月5日最新情勢發展，讓讀者快速掌握俄烏衝突最新進展。 ＊烏克蘭東部斯拉夫揚斯克市長利亞赫5日說，俄軍對當地發動「猛烈」砲擊。這個城市是俄軍在頓巴斯之戰的下一個目標，砲火造成市內一座市場1人死亡，至少3人受傷。 ＊挪威協助烏克蘭抵抗俄羅斯侵略，出錢又出力，繼上週宣布2年內援助烏克蘭10億美元（約新台幣298.1億元）後，又將援烏3套能夠發射精準遠程火箭彈的「M270多管火箭系統」，此為烏軍防禦頓巴斯（Donbas）地區亟盼得到的武器。 ＊《BBC》報導，盧甘斯克州長蓋戴（Serhiy Gaidai）呼籲西方提供更多武器，俄軍奪走盧甘斯克的控制權的確很痛苦，「但這只是我們輸掉的一場戰鬥，而不是輸掉戰爭」而3名剛從前線撤離的士兵接受訪問時表示，「像我們這樣的志願軍士兵，很多人都死了」。不過這3名士兵仍堅持在休整幾天內返回頓巴斯繼續戰鬥。 ＊東歐網媒《NEXTA》報導，烏軍摧毀了梅利托波爾（Melitopol）與托克馬克（Tokmak）之間的鐵路橋，該橋被俄軍用來輸送武器和彈藥的補給。 ＊《彭博》報導，俄烏戰爭爆發後，俄羅斯能源出口遭到國際制裁，許多海運商深怕違反制裁造成商譽受損，而不願運輸俄羅斯石油，不過由於利潤是戰前的3倍，仍有許多船商冒險將俄羅斯原油運往中國。 ＊烏克蘭武裝部隊總參謀部在推特貼出，「海馬斯」高機動性多管火箭系統（HIMARS）在烏克蘭南部某地區，朝目標發射多枚火箭彈的實戰畫面，並強調海馬斯「美麗、快速又準確」。 ＊瑞典總理安德森（Magdalena Andersson）4日在基輔與烏克蘭總統澤倫斯基舉行聯合記者會，安德森強調，結束烏俄戰爭的最佳方法就是加強支持烏克蘭、制裁俄羅斯。 ＊俄羅斯在攻下烏東城市利西昌斯克（Lysychansk）之後，已控制盧甘斯克州全境，俄軍攻勢目前將重點轉移至頓內茨克（Donetsk）地區，軍事專家認為，烏俄戰爭中的關鍵戰役尚未到來，烏克蘭政府可能認為在烏克蘭南部城市赫爾松（Kherson）的反攻會比爭奪頓巴斯（Donbas）地區更具戰略意義。 ＊俄羅斯國防部日前證實俄軍全數撤出黑海重要戰略島嶼蛇島（Snake Island），烏克蘭官方4日透露已將烏國國旗送到蛇島，象徵正式收復失土。 ＊「烏克蘭重建會議」（Ukraine Recovery Conference）4日在瑞士盧加諾（Lugano）登場，烏國總統澤倫斯基在會上直言，幫助烏國重建是民主世界的「共同任務」，重建工作若能順利進行，就代表烏克蘭上至政府，下至人民，有機會向外界證明「為何自由比任何暴政都更加強大」，「烏克蘭的重建不是一個地方項目，也不是一個國家的事情，而是整個民主世界的共同任務。」 ＊烏克蘭總理什米加爾（Denys Shmygal）4日表示，俄羅斯的入侵對烏克蘭基礎建設造成了逾1000億美元的直接損失，而烏克蘭在戰後大約需要7500億美元（約合新台幣22.2兆元）的國家重建費用。 ＊瑞典與芬蘭外長4日與北大西洋公約組織（NATO）會談，討論正式啟動加入北約的程序，跨出歷史性一步。俄羅斯入侵烏克蘭促使兩國申請加入北約。,ltn.com
俄烏戰爭滿月｜一文看懂戰爭前因後果國際回應與未來走向,,,appledaily.com
俄烏戰爭另類受災戶！鈀金供給吃緊中部汽車觸媒轉換器頻遭竊,,,appledaily.com
CTWANT 俄烏戰爭/ 烏克蘭無人機再立大功！ 丟F1手榴彈進 ...,2022年7月11日 下午1:43,俄羅斯出兵侵略烏克蘭，烏克蘭軍隊以各種武器反擊，烏軍日前以無人機投擲F1手榴彈，精準丟進俄軍躲藏的掩體內，將裡面的敵人炸死，無人機的卓越戰果讓其他國家加入軍援烏克蘭的行列。土耳其宣布將免費贈送烏克蘭3架TB2無人機。,news.yahoo.com
烏軍即將反攻！澤倫斯基下令奪回沿海地區⋯副總理急呼籲烏南 ...,2022年7月11日 下午4:54,               ,news.yahoo.com
烏俄戰爭下UNICEF攜手慈濟援難民 - 奇摩新聞,2022年7月7日 下午7:30,烏克蘭難民危機，還看不到終點，聯合國統計，境內800萬人流離失所，目前還停留在歐洲其他國家的，也有超過560萬人。這些跟著父母親逃亡，甚至必須隻身漂泊的孩童，苦難更是加倍。聯合國兒童基金會攜手慈濟基金會，在歐洲國家設立藍點收容中心，給無助失依的異鄉旅人身心慰藉。 聯合國兒童基金會專員 梅斯德：「我在摩爾多瓦與烏克蘭的邊界，這裡是帕蘭卡鎮，聯合國兒童基金會設立『藍點』，藍點提供的服務，是由社工和心理學家，為初來乍到的烏克蘭家庭給予心理上的支持，也提供孩童友善空間，孩子們可以來玩耍休憩，在顛沛流離中給一分小小的安定。」 心理學家 安德里什：「我們大部分透過遊戲治療，但決定權在於孩子，等他們準備好加入我們。」 戰爭，童顏蒙塵，愁滋味浮上臉龐，母親的臂彎無可取代。「藍點」一站式安全空間，風雨飄搖的旅者，得以落腳，身心歇息。 心理學家 馬林：「有家長說，我能抱抱你嗎，真的很感謝你們，盡其所能地提供幫助。」 難民收容中心協調員 弗林恰努：「有一位先生與旁人相比，看起來情緒很激動，走向我，希望我能允許他彈吉他，因為他(與家人分離)太傷心了，他就坐著開始彈吉他，那一刻是我到收容中心後第一次哭了出來，完全能感受到遠離家鄉的心痛，對你深愛的人音訊全無，這場戰爭把我的心揉碎了。」 不帶侵略的關愛，吹散煙硝，讓大人減輕苦楚，讓孩子重拾作夢的勇氣。 撰稿：劉芳瑜,news.yahoo.com
烏克蘭開戰精簡版懶人包教你看懂到底為何而戰？ - 奇摩新聞,2022年3月8日 下午6:29,編按：為何提供超級精簡版？超級精簡版當然無法詳述俄羅斯與烏克蘭漫長的情仇，本文只為提供無法細讀龐雜知識內容的讀者，提供最快速簡要的大綱，解釋下方八大問題，描繪俄烏事件概要，若想深入了解，超連結內皆有更詳細的內容，另也有 ，提供更完整的內容。 俄羅斯總統普丁24日宣布對烏克蘭採取「特殊軍事行動」（special military operation），烏克蘭境內隨後傳出多起爆炸聲響，烏克蘭總統澤倫斯基已宣布戒嚴，俄烏戰爭正式開打。 根據 ，長期因素有三： 短期因素有三： 普丁認定烏克蘭與俄羅斯是「同一民族」，希望「收復」烏克蘭。 另外，烏克蘭的克里米亞島，是俄羅斯要踏出黑海前往大西洋的的關鍵。 克里米亞原隸屬烏克蘭，但人口組成以俄羅斯人為主，出現「身在烏營心在俄」的情形。隨後克里米亞「脫烏入俄」公投獲勝，導致頓內次克（Donetsk）和盧干斯克（Luhansk）有樣學樣，戰火連綿數月，烏克蘭元氣大傷。 因為烏克蘭人民與總統澤倫斯基展現出奮勇抗敵之姿，獲美國與歐洲議會支持，歐洲聯盟也對俄國祭出金融制裁、禁止俄媒宣傳等措施，並提供武器、運送物資挺烏克蘭。 俄烏雙方近日結束第三輪談判，烏克蘭方面表示，未就停戰協議取得重大共識，但在人道主義走廊方面，取得了一些積極進展；俄方則稱，別抱有幻想，認為下一步談判會帶來最終結果。 面對烏克蘭的頑強抵抗，俄軍也逐步加大攻勢，《華盛頓郵報》報導指出，眼看情況不樂觀，西方國家已就烏克蘭成立「流亡政府」預作準備。 另外， 也預測，俄烏戰爭未來可能的結局： 1.速戰速決 2.持久戰 3.歐洲戰爭 4.外交途徑解決 5.普丁下台 實習記者：陳昭容、張俐禎 核稿編輯：沈孟燕,news.yahoo.com
烏收到台軍援迫擊砲彈? 國防部:非事實 - 奇摩新聞,2022年7月11日 下午4:55,烏俄戰爭還沒停火，多國持續軍援烏克蘭，當中也包含台灣嗎？最近烏克蘭軍事媒體在推特發出迫擊砲彈的照片，還附上我國國旗，寫下烏軍從中華民國獲得砲彈軍援。,news.yahoo.com
CTWANT 俄烏戰爭/ 俄火箭轟炸頓內茨克公寓多人遭活埋至少15 ...,2022年7月11日 下午3:02,俄羅斯9日晚間使用火箭襲擊烏東頓內茨克地區的一棟公寓，整棟建築倒塌，造成至少15人死亡，還有多人受困於瓦礫堆之下，民眾徒手挖掘搶救受困人員。烏克蘭總統辦公室主任葉爾馬克在Telegram上發文控訴，此次攻擊是俄羅斯「再一次的恐怖行動」。,news.yahoo.com
【借鏡烏俄戰爭的3堂必修課】從茫然失措到善用科技反擊 ...,2022年6月2日 下午4:09, 主編：陳偉婷  美編：卓育麟 圖／在戰事2月24日爆發當天，哈佛大學假訊息研究員麗特薇妮可（Jane Lytvynenko）旋即在推特上發布了一個散布俄羅斯不實訊息的Telegram頻道清單，提醒各界與媒體留意。  圖：埋葬在俄羅斯侵佔布查鎮（Bucha）時、當地喪生的居民的墓園，照片攝於2022年5月24日。2022年4月3日，在俄軍撤退佔領多日的基輔外圍布查鎮後，布查鎮當地多民平民橫屍街頭的照片震撼全球。(AP Photo/Natacha Pisarenko)  圖：衛星圖片成為此次烏俄戰爭中數位調查的重要功臣。圖為2022年5月12日的衛星圖片，顯示烏克蘭馬立波（Mariupol）劇院外有車輛與起重機。有平民避難的馬立波劇院在2022年3月16日遭到俄軍空襲砲轟，造成數百人死亡。（Satellite image 2022 Maxar Technologies/Handout via REUTERS）  圖／烏俄戰爭監測地圖截圖 「民眾」是這個監測地圖計畫的關鍵角色。在烏克蘭戰區的民眾運用手機拍攝、紀錄俄軍蹤跡、軍隊受損情況，回傳到社群平台或頻道中，再由20多位專職調查員，還有30多位來自全球的OSINT      ,news.yahoo.com
烏俄戰爭改變台灣內部戰略思維…于北辰將軍：不對稱情勢下以 ...,2022年7月8日 上午11:05,  烏俄戰爭已經四個半月，烏克蘭東部親俄勢力國家也面目全非，于北辰將軍今天在寶島聯播網的《新聞放鞭炮》中分析，烏俄戰爭對中華民國國軍最大的影響就是從中學習「以小博大」的智慧。   于北辰說，烏東親俄勢力覺得臣服於俄羅斯就可以換到和平，然而事與願違，因為俄羅斯想要更多的利益因此還是轟炸親俄派所掌控的土地。分析烏東的接下來戰況是否樂觀，于北辰表示要先著力在烏南，現在已經收復蛇島，下一步就是赫爾松以及敖得薩其他位於南部的地區，奪回這些城市就能鞏固黑海。目前局勢變成俄羅斯的消耗戰，其他西方民主國家都提供烏克蘭軍事協助，但俄羅斯只能消耗庫存的軍備。   于北辰嘆若烏克蘭在開戰時馬上就投降，台灣內部的親共勢力更會甚囂塵上，映照烏俄以及中台的戰力狀況，根據過去知名軍事網站GFP所公布的「全球戰力排行」，烏克蘭排名22，台灣則是21，分別面對排名第2的俄羅斯以及第3的中國。于北辰表示，烏克蘭在一開始沒有飛彈可以應戰超過四個月，台灣做為一個「飛彈自衛島」如果打不到四個月就是太多親共份子的緣故。   于北辰舉俄羅斯吞併克里米亞事件為例，說明當時俄羅斯進行強力的認知作戰，親烏克蘭派的消息完全被封鎖，克里米亞人都認為大家都想要去俄羅斯，然而這次開戰以來烏克蘭的認知作戰一直壓過俄羅斯，在網路上散播對抗俄軍的資訊，增加烏克蘭人的團結力。   于北辰更談到國防大學已經開始針對烏俄戰爭進行戰略、戰事研究，烏俄戰爭也改變國軍的戰略思維，過去對於「不對稱作戰」的想像貧乏，這次因為烏俄戰爭的實例則完全呈現。改變包括了解到空軍不一定要飛才是空軍，操作無人機也是一種模式；陸軍更不用大坦克主義而是適量部署，儲備反裝甲飛彈建立雷達系統，更是一種「以小博大」的智慧。    ,news.yahoo.com
